Year, Stock Market Index 
Sep-72,"$1,892 "
Oct-72,"$1,909 "
Nov-72,"$2,004 "
Dec-72,"$2,024 "
Jan-73,"$1,966 "
Feb-73,"$1,879 "
Mar-73,"$1,863 "
Apr-73,"$1,767 "
May-73,"$1,724 "
Jun-73,"$1,706 "
Jul-73,"$1,803 "
Aug-73,"$1,746 "
Sep-73,"$1,841 "
Oct-73,"$1,838 "
Nov-73,"$1,614 "
Dec-73,"$1,634 "
Jan-74,"$1,642 "
Feb-74,"$1,643 "
Mar-74,"$1,606 "
Apr-74,"$1,534 "
May-74,"$1,473 "
Jun-74,"$1,440 "
Jul-74,"$1,335 "
Aug-74,"$1,218 "
Sep-74,"$1,084 "
Oct-74,"$1,264 "
Nov-74,"$1,214 "
Dec-74,"$1,181 "
Jan-75,"$1,349 "
Feb-75,"$1,430 "
Mar-75,"$1,474 "
Apr-75,"$1,542 "
May-75,"$1,629 "
Jun-75,"$1,715 "
Jul-75,"$1,610 "
Aug-75,"$1,572 "
Sep-75,"$1,513 "
Oct-75,"$1,602 "
Nov-75,"$1,651 "
Dec-75,"$1,632 "
Jan-76,"$1,838 "
Feb-76,"$1,851 "
Mar-76,"$1,901 "
Apr-76,"$1,881 "
May-76,"$1,862 "
Jun-76,"$1,946 "
Jul-76,"$1,934 "
Aug-76,"$1,931 "
Sep-76,"$1,980 "
Oct-76,"$1,940 "
Nov-76,"$1,955 "
Dec-76,"$2,073 "
Jan-77,"$1,997 "
Feb-77,"$1,965 "
Mar-77,"$1,945 "
Apr-77,"$1,956 "
May-77,"$1,935 "
Jun-77,"$2,033 "
Jul-77,"$2,008 "
Aug-77,"$1,981 "
Sep-77,"$1,985 "
Oct-77,"$1,907 "
Nov-77,"$1,993 "
Dec-77,"$2,008 "
Jan-78,"$1,897 "
Feb-78,"$1,880 "
Mar-78,"$1,944 "
Apr-78,"$2,107 "
May-78,"$2,155 "
Jun-78,"$2,130 "
Jul-78,"$2,251 "
Aug-78,"$2,348 "
Sep-78,"$2,329 "
Oct-78,"$2,067 "
Nov-78,"$2,138 "
Dec-78,"$2,173 "
Jan-79,"$2,282 "
Feb-79,"$2,218 "
Mar-79,"$2,361 "
Apr-79,"$2,379 "
May-79,"$2,346 "
Jun-79,"$2,455 "
Jul-79,"$2,494 "
Aug-79,"$2,651 "
Sep-79,"$2,652 "
Oct-79,"$2,460 "
Nov-79,"$2,612 "
Dec-79,"$2,684 "
Jan-80,"$2,853 "
Feb-80,"$2,844 "
Mar-80,"$2,512 "
Apr-80,"$2,643 "
May-80,"$2,803 "
Jun-80,"$2,906 "
Jul-80,"$3,110 "
Aug-80,"$3,186 "
Sep-80,"$3,280 "
Oct-80,"$3,346 "
Nov-80,"$3,699 "
Dec-80,"$3,580 "
Jan-81,"$3,437 "
Feb-81,"$3,493 "
Mar-81,"$3,660 "
Apr-81,"$3,622 "
May-81,"$3,668 "
Jun-81,"$3,631 "
Jul-81,"$3,620 "
Aug-81,"$3,411 "
Sep-81,"$3,209 "
Oct-81,"$3,406 "
Nov-81,"$3,556 "
Dec-81,"$3,458 "
Jan-82,"$3,373 "
Feb-82,"$3,207 "
Mar-82,"$3,178 "
Apr-82,"$3,318 "
May-82,"$3,221 "
Jun-82,"$3,152 "
Jul-82,"$3,085 "
Aug-82,"$3,452 "
Sep-82,"$3,514 "
Oct-82,"$3,932 "
Nov-82,"$4,140 "
Dec-82,"$4,191 "
Jan-83,"$4,370 "
Feb-83,"$4,511 "
Mar-83,"$4,666 "
Apr-83,"$5,011 "
May-83,"$5,071 "
Jun-83,"$5,261 "
Jul-83,"$5,086 "
Aug-83,"$5,099 "
Sep-83,"$5,184 "
Oct-83,"$5,045 "
Nov-83,"$5,189 "
Dec-83,"$5,135 "
Jan-84,"$5,075 "
Feb-84,"$4,867 "
Mar-84,"$4,933 "
Apr-84,"$4,948 "
May-84,"$4,691 "
Jun-84,"$4,811 "
Jul-84,"$4,719 "
Aug-84,"$5,243 "
Sep-84,"$5,247 "
Oct-84,"$5,255 "
Nov-84,"$5,201 "
Dec-84,"$5,330 "
Jan-85,"$5,790 "
Feb-85,"$5,895 "
Mar-85,"$5,882 "
Apr-85,"$5,867 "
May-85,"$6,205 "
Jun-85,"$6,318 "
Jul-85,"$6,310 "
Aug-85,"$6,281 "
Sep-85,"$6,033 "
Oct-85,"$6,315 "
Nov-85,"$6,763 "
Dec-85,"$7,069 "
Jan-86,"$7,154 "
Feb-86,"$7,702 "
Mar-86,"$8,125 "
Apr-86,"$8,060 "
May-86,"$8,472 "
Jun-86,"$8,604 "
Jul-86,"$8,093 "
Aug-86,"$8,622 "
Sep-86,"$7,919 "
Oct-86,"$8,325 "
Nov-86,"$8,454 "
Dec-86,"$8,219 "
Jan-87,"$9,279 "
Feb-87,"$9,726 "
Mar-87,"$9,931 "
Apr-87,"$9,766 "
May-87,"$9,813 "
Jun-87,"$10,247 "
Jul-87,"$10,689 "
Aug-87,"$11,115 "
Sep-87,"$10,877 "
Oct-87,"$8,415 "
Nov-87,"$7,790 "
Dec-87,"$8,351 "
Jan-88,"$8,727 "
Feb-88,"$9,182 "
Mar-88,"$9,014 "
Apr-88,"$9,106 "
May-88,"$9,126 "
Jun-88,"$9,608 "
Jul-88,"$9,536 "
Aug-88,"$9,277 "
Sep-88,"$9,641 "
Oct-88,"$9,810 "
Nov-88,"$9,642 "
Dec-88,"$9,846 "
Jan-89,"$10,501 "
Feb-89,"$10,329 "
Mar-89,"$10,560 "
Apr-89,"$11,088 "
May-89,"$11,547 "
Jun-89,"$11,473 "
Jul-89,"$12,380 "
Aug-89,"$12,649 "
Sep-89,"$12,635 "
Oct-89,"$12,258 "
Nov-89,"$12,469 "
Dec-89,"$12,689 "
Jan-90,"$11,765 "
Feb-90,"$11,963 "
Mar-90,"$12,259 "
Apr-90,"$11,931 "
May-90,"$13,017 "
Jun-90,"$12,957 "
Jul-90,"$12,799 "
Aug-90,"$11,584 "
Sep-90,"$10,945 "
Oct-90,"$10,809 "
Nov-90,"$11,557 "
Dec-90,"$11,911 "
Jan-91,"$12,531 "
Feb-91,"$13,493 "
Mar-91,"$13,910 "
Apr-91,"$13,944 "
May-91,"$14,519 "
Jun-91,"$13,863 "
Jul-91,"$14,518 "
Aug-91,"$14,922 "
Sep-91,"$14,753 "
Oct-91,"$15,006 "
Nov-91,"$14,435 "
Dec-91,"$16,055 "
Jan-92,"$16,015 "
Feb-92,"$16,234 "
Mar-92,"$15,858 "
Apr-92,"$16,078 "
May-92,"$16,171 "
Jun-92,"$15,845 "
Jul-92,"$16,491 "
Aug-92,"$16,141 "
Sep-92,"$16,376 "
Oct-92,"$16,580 "
Nov-92,"$17,303 "
Dec-92,"$17,616 "
Jan-93,"$17,821 "
Feb-93,"$17,881 "
Mar-93,"$18,337 "
Apr-93,"$17,822 "
May-93,"$18,376 "
Jun-93,"$18,479 "
Jul-93,"$18,461 "
Aug-93,"$19,192 "
Sep-93,"$19,219 "
Oct-93,"$19,532 "
Nov-93,"$19,211 "
Dec-93,"$19,573 "
Jan-94,"$20,183 "
Feb-94,"$19,711 "
Mar-94,"$18,822 "
Apr-94,"$19,001 "
May-94,"$19,170 "
Jun-94,"$18,649 "
Jul-94,"$19,227 "
Aug-94,"$20,069 "
Sep-94,"$19,679 "
Oct-94,"$20,018 "
Nov-94,"$19,283 "
Dec-94,"$19,534 "
Jan-95,"$19,968 "
Feb-95,"$20,772 "
Mar-95,"$21,323 "
Apr-95,"$21,867 "
May-95,"$22,619 "
Jun-95,"$23,340 "
Jul-95,"$24,314 "
Aug-95,"$24,562 "
Sep-95,"$25,490 "
Oct-95,"$25,222 "
Nov-95,"$26,327 "
Dec-95,"$26,727 "
Jan-96,"$27,446 "
Feb-96,"$27,918 "
Mar-96,"$28,231 "
Apr-96,"$28,942 "
May-96,"$29,747 "
Jun-96,"$29,527 "
Jul-96,"$27,897 "
Aug-96,"$28,784 "
Sep-96,"$30,353 "
Oct-96,"$30,741 "
Nov-96,"$32,789 "
Dec-96,"$32,382 "
Jan-97,"$34,144 "
Feb-97,"$34,110 "
Mar-97,"$32,541 "
Apr-97,"$33,995 "
May-97,"$36,453 "
Jun-97,"$38,082 "
Jul-97,"$41,038 "
Aug-97,"$39,503 "
Sep-97,"$41,790 "
Oct-97,"$40,378 "
Nov-97,"$41,738 "
Dec-97,"$42,490 "
Jan-98,"$42,736 "
Feb-98,"$45,911 "
Mar-98,"$48,276 "
Apr-98,"$48,836 "
May-98,"$47,532 "
Jun-98,"$49,238 "
Jul-98,"$48,224 "
Aug-98,"$40,677 "
Sep-98,"$43,366 "
Oct-98,"$46,596 "
Nov-98,"$49,583 "
Dec-98,"$52,826 "
Jan-99,"$54,860 "
Feb-99,"$52,813 "
Mar-99,"$54,863 "
Apr-99,"$57,441 "
May-99,"$56,223 "
Jun-99,"$59,130 "
Jul-99,"$57,291 "
Aug-99,"$56,724 "
Sep-99,"$55,363 "
Oct-99,"$58,967 "
Nov-99,"$61,166 "
Dec-99,"$66,157 "
Jan-00,"$63,293 "
Feb-00,"$65,116 "
Mar-00,"$68,808 "
Apr-00,"$64,720 "
May-00,"$62,183 "
Jun-00,"$65,317 "
Jul-00,"$63,991 "
Aug-00,"$68,810 "
Sep-00,"$65,411 "
Oct-00,"$63,972 "
Nov-00,"$57,440 "
Dec-00,"$58,411 "
1-Jan,"$60,555 "
1-Feb,"$54,699 "
1-Mar,"$50,958 "
1-Apr,"$55,202 "
1-May,"$55,776 "
1-Jun,"$54,851 "
1-Jul,"$53,847 "
1-Aug,"$50,535 "
1-Sep,"$46,002 "
1-Oct,"$47,235 "
1-Nov,"$50,877 "
1-Dec,"$51,767 "
2-Jan,"$51,094 "
2-Feb,"$49,991 "
2-Mar,"$52,175 "
2-Apr,"$49,540 "
2-May,"$48,926 "
2-Jun,"$45,462 "
2-Jul,"$41,812 "
2-Aug,"$42,079 "
2-Sep,"$37,783 "
2-Oct,"$40,798 "
2-Nov,"$43,278 "
2-Dec,"$40,833 "
3-Jan,"$39,825 "
3-Feb,"$39,112 "
3-Mar,"$39,577 "
3-Apr,"$42,870 "
3-May,"$45,502 "
3-Jun,"$46,194 "
3-Jul,"$47,312 "
3-Aug,"$48,452 "
3-Sep,"$47,890 "
3-Oct,"$50,835 "
3-Nov,"$51,557 "
3-Dec,"$53,810 "
4-Jan,"$55,005 "
4-Feb,"$55,808 "
4-Mar,"$55,121 "
4-Apr,"$54,157 "
4-May,"$54,823 "
4-Jun,"$55,886 "
4-Jul,"$53,673 "
4-Aug,"$53,775 "
4-Sep,"$54,695 "
4-Oct,"$55,537 "
4-Nov,"$58,142 "
4-Dec,"$60,229 "
5-Jan,"$58,663 "
5-Feb,"$59,866 "
5-Mar,"$58,812 "
5-Apr,"$57,401 "
5-May,"$59,633 "
5-Jun,"$60,110 "
5-Jul,"$62,611 "
5-Aug,"$62,035 "
5-Sep,"$62,519 "
5-Oct,"$61,425 "
5-Nov,"$63,833 "
5-Dec,"$63,877 "
6-Jan,"$66,043 "
6-Feb,"$66,069 "
6-Mar,"$67,278 "
6-Apr,"$68,012 "
6-May,"$65,876 "
6-Jun,"$65,909 "
6-Jul,"$65,659 "
6-Aug,"$67,267 "
6-Sep,"$68,781 "
6-Oct,"$71,284 "
6-Nov,"$72,803 "
6-Dec,"$73,727 "
7-Jan,"$75,084 "
7-Feb,"$73,898 "
7-Mar,"$74,718 "
7-Apr,"$77,654 "
7-May,"$80,489 "
7-Jun,"$79,233 "
7-Jul,"$76,595 "
7-Aug,"$77,621 "
7-Sep,"$80,369 "
7-Oct,"$82,072 "
7-Nov,"$78,387 "
7-Dec,"$77,917 "
8-Jan,"$73,125 "
8-Feb,"$70,961 "
8-Mar,"$70,421 "
8-Apr,"$73,788 "
8-May,"$75,293 "
8-Jun,"$69,066 "
8-Jul,"$68,638 "
8-Aug,"$69,777 "
8-Sep,"$63,435 "
8-Oct,"$52,555 "
8-Nov,"$48,440 "
8-Dec,"$49,283 "
9-Jan,"$45,281 "
9-Feb,"$40,713 "
9-Mar,"$44,364 "
9-Apr,"$48,885 "
9-May,"$51,432 "
9-Jun,"$51,658 "
9-Jul,"$55,652 "
9-Aug,"$57,510 "
9-Sep,"$59,863 "
9-Oct,"$58,312 "
9-Nov,"$61,554 "
9-Dec,"$63,253 "
10-Jan,"$61,128 "
10-Feb,"$63,206 "
10-Mar,"$67,201 "
10-Apr,"$68,552 "
10-May,"$63,150 "
10-Jun,"$59,639 "
10-Jul,"$63,778 "
10-Aug,"$60,742 "
10-Sep,"$66,543 "
10-Oct,"$69,131 "
10-Nov,"$69,553 "
10-Dec,"$74,303 "
11-Jan,"$75,789 "
11-Feb,"$78,442 "
11-Mar,"$78,811 "
11-Apr,"$81,096 "
11-May,"$80,066 "
11-Jun,"$78,665 "
11-Jul,"$76,816 "
11-Aug,"$72,223 "
11-Sep,"$66,741 "
11-Oct,"$74,316 "
11-Nov,"$74,108 "
11-Dec,"$74,656 "
12-Jan,"$78,427 "
12-Feb,"$81,893 "
12-Mar,"$84,440 "
12-Apr,"$83,722 "
12-May,"$78,548 "
12-Jun,"$81,604 "
12-Jul,"$82,248 "
12-Aug,"$84,354 "
12-Sep,"$86,665 "
12-Oct,"$85,149 "
12-Nov,"$85,821 "
12-Dec,"$86,843 "
13-Jan,"$91,680 "
13-Feb,"$92,862 "
13-Mar,"$96,605 "
13-Apr,"$98,102 "
13-May,"$100,849 "
13-Jun,"$99,639 "
13-Jul,"$105,268 "
13-Aug,"$102,416 "
13-Sep,"$106,277 "
13-Oct,"$110,719 "
13-Nov,"$114,184 "
13-Dec,"$117,393 "
14-Jan,"$113,496 "
14-Feb,"$118,773 "
14-Mar,"$119,284 "
14-Apr,"$119,057 "
14-May,"$121,510 "
14-Jun,"$124,681 "
14-Jul,"$122,138 "
14-Aug,"$127,316 "
14-Sep,"$124,808 "
14-Oct,"$127,953 "
14-Nov,"$131,216 "
14-Dec,"$131,138 "
15-Jan,"$127,059 "
15-Feb,"$134,848 "
15-Mar,"$133,338 "
15-Apr,"$134,124 "
15-May,"$135,948 "
15-Jun,"$133,868 "
15-Jul,"$135,930 "
15-Aug,"$127,720 "
15-Sep,"$123,799 "
15-Oct,"$133,393 "
15-Nov,"$134,140 "
15-Dec,"$131,243 "
16-Jan,"$123,683 "
16-Feb,"$123,621 "
16-Mar,"$132,250 "
16-Apr,"$133,467 "
16-May,"$135,856 "
16-Jun,"$135,815 "
16-Jul,"$141,207 "
16-Aug,"$141,927 "
16-Sep,"$142,310 "
16-Oct,"$139,464 "
16-Nov,"$146,256 "
16-Dec,"$148,947 "
17-Jan,"$151,896 "
17-Feb,"$157,380 "
17-Mar,"$157,694 "
17-Apr,"$159,492 "
17-May,"$161,278 "
17-Jun,"$162,633 "
17-Jul,"$165,788 "
17-Aug,"$166,203 "
17-Sep,"$170,524 "
17-Oct,"$174,514 "
17-Nov,"$180,099 "
17-Dec,"$182,170 "
18-Jan,"$192,535 "
18-Feb,"$185,720 "
18-Mar,"$181,559 "
18-Apr,"$182,322 "
18-May,"$187,409 "
18-Jun,"$188,571 "
18-Jul,"$194,888 "
18-Aug,"$201,904 "
18-Sep,"$202,328 "
18-Oct,"$187,173 "
18-Nov,"$190,674 "
18-Dec,"$172,808 "
19-Jan,"$187,686 "
19-Feb,"$194,405 "
19-Mar,"$196,913 "
19-Apr,"$205,144 "
19-May,"$191,338 "
19-Jun,"$204,942 "
19-Jul,"$207,770 "
19-Aug,"$202,742 "
19-Sep,"$206,006 "
19-Oct,"$210,580 "
19-Nov,"$218,982 "
19-Dec,"$225,354 "
20-Jan,"$225,399 "
20-Feb,"$207,345 "
20-Mar,"$179,851 "
20-Apr,"$204,401 "
20-May,"$215,827 "
20-Jun,"$221,158 "
20-Jul,"$233,940 "
20-Aug,"$251,813 "
20-Sep,"$242,698 "
20-Oct,"$237,625 "
20-Nov,"$267,281 "
20-Dec,"$279,683 "
21-Jan,"$279,627 "
21-Feb,"$287,401 "
21-Mar,"$296,253 "
21-Apr,"$310,858 "
21-May,"$311,759 "
21-Jun,"$320,333 "
21-Jul,"$324,401 "
21-Aug,"$333,841 "
21-Sep,"$319,252 "
21-Oct,"$340,482 "
21-Nov,"$335,205 "
21-Dec,"$345,630 "
22-Jan,"$324,028 "
22-Feb,"$316,608 "
22-Mar,"$326,296 "
22-Apr,"$295,461 "
22-May,"$294,545 "
22-Jun,"$269,892 "
22-Jul,"$295,936 "
22-Aug,"$285,342 "
22-Sep,"$259,204 "
22-Oct,"$280,096 "
22-Nov,"$293,793 "
